{'sf': 'dile', 'freq': '1529', 'analysis': 'Stem-dat', 'segmentation': 'dil-e', 'ur': 'dil-A', 'predicted_sr': 'dil-A'}
{'sf': 'felɑkete', 'freq': '46', 'analysis': 'Stem-dat', 'segmentation': 'felɑket-e', 'ur': 'felɑket-A', 'predicted_sr': 'felɑket-A'}
{'sf': 'fotoɰrɑflɑrdɑn', 'freq': '46', 'analysis': 'Stem-pl-abl', 'segmentation': 'fotoɰrɑf-lɑr-dɑn', 'ur': 'fotoɰrɑf-lAr-dAn', 'predicted_sr': 'fotoɰrɑf-lAr-dAn'}
{'sf': 'gønyllyler', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'gønylly-ler', 'ur': 'gønylly-lAr', 'predicted_sr': 'gønylly-lAr'}
{'sf': 'gøndermei', 'freq': '46', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'gønder-me-i', 'ur': 'gønder-mA-H', 'predicted_sr': 'gønder-mA-I'}
{'sf': 'gørevlie', 'freq': '46', 'analysis': 'Stem-li-dat', 'segmentation': 'gørev-li-e', 'ur': 'gørev-lH-A', 'predicted_sr': 'gørev-li-A'}
{'sf': 'geʧtikleri', 'freq': '46', 'analysis': 'Stem-part:past-p3p', 'segmentation': 'geʧ-tik-leri', 'ur': 'geʧ-dHk-lArH', 'predicted_sr': 'geʧ-dik-lArI'}
{'sf': 'geliʃtikʧe', 'freq': '46', 'analysis': 'Stem-cv:dikce', 'segmentation': 'geliʃ-tikʧe', 'ur': 'geliʃ-dHkʧA', 'predicted_sr': 'geliʃ-dikʧA'}
{'sf': 'grevleri', 'freq': '46', 'analysis': 'Stem-pl-p3s', 'segmentation': 'grev-ler-i', 'ur': 'grev-lAr-H', 'predicted_sr': 'grev-lAr-I'}
{'sf': 'hykymetʧe', 'freq': '46', 'analysis': 'Stem-ca', 'segmentation': 'hykymet-ʧe', 'ur': 'hykymet-ʧA', 'predicted_sr': 'hykymet-ʧA'}
{'sf': 'hɑkikɑti', 'freq': '46', 'analysis': 'Stem-acc', 'segmentation': 'hɑkikɑt-i', 'ur': 'hɑkikɑt-H', 'predicted_sr': 'hɑkikɑt-ɯ'}
{'sf': 'hɑldeki', 'freq': '46', 'analysis': 'Stem-loc-ki', 'segmentation': 'hɑl-de-ki', 'ur': 'hɑl-dA-ki', 'predicted_sr': 'hɑl-dA-ki'}
{'sf': 'hesɑplɑrdɑ', 'freq': '46', 'analysis': 'Stem-pl-loc', 'segmentation': 'hesɑp-lɑr-dɑ', 'ur': 'hesɑp-lAr-dA', 'predicted_sr': 'hesɑp-lAr-dA'}
{'sf': 'iʃverenlerin', 'freq': '46', 'analysis': 'Stem-pl-gen', 'segmentation': 'iʃveren-ler-in', 'ur': 'iʃveren-lAr-Hn', 'predicted_sr': 'iʃveren-lAr-In'}
{'sf': 'inɑnʧlɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'inɑnʧ-lɑr', 'ur': 'inɑnʧ-lAr', 'predicted_sr': 'inɑnʧ-lAr'}
{'sf': 'inde', 'freq': '46', 'analysis': 'Stem-loc', 'segmentation': 'in-de', 'ur': 'in-dA', 'predicted_sr': 'in-dA'}
{'sf': 'internetteki', 'freq': '46', 'analysis': 'Stem-loc-ki', 'segmentation': 'internet-te-ki', 'ur': 'internet-dA-ki', 'predicted_sr': 'internet-dA-ki'}
{'sf': 'istekte', 'freq': '46', 'analysis': 'Stem-loc', 'segmentation': 'istek-te', 'ur': 'istek-dA', 'predicted_sr': 'istek-dA'}
{'sf': 'iten', 'freq': '46', 'analysis': 'Stem-part:pres', 'segmentation': 'it-en', 'ur': 'it-An', 'predicted_sr': 'it-An'}
{'sf': 'kɯlɑvuzdɑ', 'freq': '46', 'analysis': 'Stem-loc', 'segmentation': 'kɯlɑvuz-dɑ', 'ur': 'kɯlɑvuz-dA', 'predicted_sr': 'kɯlɑvuz-dA'}
{'sf': 'køjleriin', 'freq': '46', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'køj-ler-i-in', 'ur': 'køj-lAr-H-Hn', 'predicted_sr': 'køj-lAr-I-In'}
{'sf': 'kyʧylen', 'freq': '46', 'analysis': 'Stem-part:pres', 'segmentation': 'kyʧyl-en', 'ur': 'kyʧyl-An', 'predicted_sr': 'kyʧyl-An'}
{'sf': 'kɑʧmɑ', 'freq': '46', 'analysis': 'Stem-vn:inf', 'segmentation': 'kɑʧ-mɑ', 'ur': 'kɑʧ-mA', 'predicted_sr': 'kɑʧ-mA'}
{'sf': 'kɑlɑnlɑrɑ', 'freq': '46', 'analysis': 'Stem-pl-dat', 'segmentation': 'kɑlɑn-lɑr-ɑ', 'ur': 'kɑlɑn-lAr-A', 'predicted_sr': 'kɑlɑn-lAr-A'}
{'sf': 'kɑtɑʤɑk', 'freq': '46', 'analysis': 'Stem-part:fut', 'segmentation': 'kɑt-ɑʤɑk', 'ur': 'kɑt-AʤAk', 'predicted_sr': 'kɑt-AʤAk'}
{'sf': 'kilisee', 'freq': '46', 'analysis': 'Stem-dat', 'segmentation': 'kilise-e', 'ur': 'kilise-A', 'predicted_sr': 'kilise-A'}
{'sf': 'kojmɑɯ', 'freq': '46', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'koj-mɑ-ɯ', 'ur': 'koj-mA-H', 'predicted_sr': 'koj-mA-I'}
{'sf': 'kriterleriin', 'freq': '46', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'kriter-ler-i-in', 'ur': 'kriter-lAr-H-Hn', 'predicted_sr': 'kriter-lAr-I-In'}
{'sf': 'kurɑmlɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'kurɑm-lɑr', 'ur': 'kurɑm-lAr', 'predicted_sr': 'kurɑm-lAr'}
{'sf': 'kutlɑmɑlɑr', 'freq': '46', 'analysis': 'Stem-vn:inf-pl', 'segmentation': 'kutlɑ-mɑ-lɑr', 'ur': 'kutlɑ-mA-lAr', 'predicted_sr': 'kutlɑ-mA-lAr'}
{'sf': 'lekeleri', 'freq': '46', 'analysis': 'Stem-pl-acc', 'segmentation': 'leke-ler-i', 'ur': 'leke-lAr-H', 'predicted_sr': 'leke-lAr-I'}
{'sf': 'myzɑkerelere', 'freq': '46', 'analysis': 'Stem-pl-dat', 'segmentation': 'myzɑkere-ler-e', 'ur': 'myzɑkere-lAr-A', 'predicted_sr': 'myzɑkere-lAr-A'}
{'sf': 'metinlerde', 'freq': '46', 'analysis': 'Stem-pl-loc', 'segmentation': 'metin-ler-de', 'ur': 'metin-lAr-dA', 'predicted_sr': 'metin-lAr-dA'}
{'sf': 'misjonmuz', 'freq': '46', 'analysis': 'Stem-p1p', 'segmentation': 'misjon-muz', 'ur': 'misjon-mHz', 'predicted_sr': 'misjon-mUz'}
{'sf': 'mobiljɑlɑrɯ', 'freq': '46', 'analysis': 'Stem-pl-p3s', 'segmentation': 'mobiljɑ-lɑr-ɯ', 'ur': 'mobiljɑ-lAr-H', 'predicted_sr': 'mobiljɑ-lAr-I'}
{'sf': 'motorlɑrɯn', 'freq': '46', 'analysis': 'Stem-pl-gen', 'segmentation': 'motor-lɑr-ɯn', 'ur': 'motor-lAr-Hn', 'predicted_sr': 'motor-lAr-In'}
{'sf': 'noktɑdɑki', 'freq': '46', 'analysis': 'Stem-loc-ki', 'segmentation': 'noktɑ-dɑ-ki', 'ur': 'noktɑ-dA-ki', 'predicted_sr': 'noktɑ-dA-ki'}
{'sf': 'okullɑrdɑki', 'freq': '46', 'analysis': 'Stem-pl-loc-ki', 'segmentation': 'okul-lɑr-dɑ-ki', 'ur': 'okul-lAr-dA-ki', 'predicted_sr': 'okul-lAr-dA-ki'}
{'sf': 'orgɑnizɑsjonlɑrɯn', 'freq': '46', 'analysis': 'Stem-pl-gen', 'segmentation': 'orgɑnizɑsjon-lɑr-ɯn', 'ur': 'orgɑnizɑsjon-lAr-Hn', 'predicted_sr': 'orgɑnizɑsjon-lAr-In'}
{'sf': 'otobysler', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'otobys-ler', 'ur': 'otobys-lAr', 'predicted_sr': 'otobys-lAr'}
{'sf': 'pɑrmɑklɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'pɑrmɑk-lɑr', 'ur': 'pɑrmɑk-lAr', 'predicted_sr': 'pɑrmɑk-lAr'}
{'sf': 'potɑnsijelleri', 'freq': '46', 'analysis': 'Stem-pl-p3s', 'segmentation': 'potɑnsijel-ler-i', 'ur': 'potɑnsijel-lAr-H', 'predicted_sr': 'potɑnsijel-lAr-I'}
{'sf': 'profesjoneller', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'profesjonel-ler', 'ur': 'profesjonel-lAr', 'predicted_sr': 'profesjonel-lAr'}
{'sf': 'ruhsɑtɑ', 'freq': '46', 'analysis': 'Stem-dat', 'segmentation': 'ruhsɑt-ɑ', 'ur': 'ruhsɑt-A', 'predicted_sr': 'ruhsɑt-A'}
{'sf': 'sɯfɯrdɑn', 'freq': '46', 'analysis': 'Stem-abl', 'segmentation': 'sɯfɯr-dɑn', 'ur': 'sɯfɯr-dAn', 'predicted_sr': 'sɯfɯr-dAn'}
{'sf': 'sɯrɑlɑmɑdɑ', 'freq': '46', 'analysis': 'Stem-la-vn:inf-loc', 'segmentation': 'sɯrɑ-lɑ-mɑ-dɑ', 'ur': 'sɯrɑ-lA-mA-dA', 'predicted_sr': 'sɯrɑ-lA-mA-dA'}
{'sf': 'sɯvɯlɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'sɯvɯ-lɑr', 'ur': 'sɯvɯ-lAr', 'predicted_sr': 'sɯvɯ-lAr'}
{'sf': 'sɯzɑn', 'freq': '46', 'analysis': 'Stem-part:pres', 'segmentation': 'sɯz-ɑn', 'ur': 'sɯz-An', 'predicted_sr': 'sɯz-An'}
{'sf': 'sɑntrɑlleri', 'freq': '46', 'analysis': 'Stem-pl-p3s', 'segmentation': 'sɑntrɑl-ler-i', 'ur': 'sɑntrɑl-lAr-H', 'predicted_sr': 'sɑntrɑl-lAr-I'}
{'sf': 'sorgulɑnmɑɯ', 'freq': '46', 'analysis': 'Stem-lan-vn:inf-p3s', 'segmentation': 'sorgu-lɑn-mɑ-ɯ', 'ur': 'sorgu-lAn-mA-H', 'predicted_sr': 'sorgu-lAn-mA-I'}
{'sf': 'sojsɑl', 'freq': '46', 'analysis': 'Stem-sal', 'segmentation': 'soj-sɑl', 'ur': 'soj-sAl', 'predicted_sr': 'soj-sAl'}
{'sf': 'tɑhɑkkuku', 'freq': '46', 'analysis': 'Stem-p3s', 'segmentation': 'tɑhɑkkuk-u', 'ur': 'tɑhɑkkuk-H', 'predicted_sr': 'tɑhɑkkuk-U'}
{'sf': 'tɑvɑnɑ', 'freq': '46', 'analysis': 'Stem-dat', 'segmentation': 'tɑvɑn-ɑ', 'ur': 'tɑvɑn-A', 'predicted_sr': 'tɑvɑn-A'}
{'sf': 'tekrɑrlɑnmɑɯ', 'freq': '46', 'analysis': 'Stem-lan-vn:inf-p3s', 'segmentation': 'tekrɑr-lɑn-mɑ-ɯ', 'ur': 'tekrɑr-lAn-mA-H', 'predicted_sr': 'tekrɑr-lAn-mA-I'}
{'sf': 'tespitler', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'tespit-ler', 'ur': 'tespit-lAr', 'predicted_sr': 'tespit-lAr'}
{'sf': 'tipteki', 'freq': '46', 'analysis': 'Stem-loc-ki', 'segmentation': 'tip-te-ki', 'ur': 'tip-dA-ki', 'predicted_sr': 'tip-dA-ki'}
{'sf': 'tondɑn', 'freq': '46', 'analysis': 'Stem-abl', 'segmentation': 'ton-dɑn', 'ur': 'ton-dAn', 'predicted_sr': 'ton-dAn'}
{'sf': 'tutumlɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'tutum-lɑr', 'ur': 'tutum-lAr', 'predicted_sr': 'tutum-lAr'}
{'sf': 'uʧɑklɑrɯ', 'freq': '46', 'analysis': 'Stem-pl-p3s', 'segmentation': 'uʧɑk-lɑr-ɯ', 'ur': 'uʧɑk-lAr-H', 'predicted_sr': 'uʧɑk-lAr-I'}
{'sf': 'verebilmei', 'freq': '46', 'analysis': 'Stem-abil-vn:inf-p3s', 'segmentation': 'ver-ebil-me-i', 'ur': 'ver-Abil-mA-H', 'predicted_sr': 'ver-Abil-mA-I'}
{'sf': 'verinʤe', 'freq': '46', 'analysis': 'Stem-cv:ince', 'segmentation': 'ver-inʤe', 'ur': 'ver-HnʤA', 'predicted_sr': 'ver-inʤA'}
{'sf': 'vitɑminler', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'vitɑmin-ler', 'ur': 'vitɑmin-lAr', 'predicted_sr': 'vitɑmin-lAr'}
{'sf': 'jɯɰɯnlɑrɯ', 'freq': '46', 'analysis': 'Stem-p3p', 'segmentation': 'jɯɰɯn-lɑrɯ', 'ur': 'jɯɰɯn-lArH', 'predicted_sr': 'jɯɰɯn-lArI'}
{'sf': 'jønetmee', 'freq': '46', 'analysis': 'Stem-vn:inf-dat', 'segmentation': 'jønet-me-e', 'ur': 'jønet-mA-A', 'predicted_sr': 'jønet-mA-A'}
{'sf': 'jyryttykleri', 'freq': '46', 'analysis': 'Stem-part:past-p3p', 'segmentation': 'jyryt-tyk-leri', 'ur': 'jyryt-dHk-lArH', 'predicted_sr': 'jyryt-dUk-lArI'}
{'sf': 'jɑkɑrɑk', 'freq': '46', 'analysis': 'Stem-cv:erek', 'segmentation': 'jɑk-ɑrɑk', 'ur': 'jɑk-ArAk', 'predicted_sr': 'jɑk-ArAk'}
{'sf': 'jɑpɯtlɑr', 'freq': '46', 'analysis': 'Stem-pl', 'segmentation': 'jɑpɯt-lɑr', 'ur': 'jɑpɯt-lAr', 'predicted_sr': 'jɑpɯt-lAr'}
{'sf': 'jɑjɯnlɑmɑ', 'freq': '46', 'analysis': 'Stem-la-vn:inf', 'segmentation': 'jɑjɯn-lɑ-mɑ', 'ur': 'jɑjɯn-lA-mA', 'predicted_sr': 'jɑjɯn-lA-mA'}
{'sf': 'joktɑn', 'freq': '46', 'analysis': 'Stem-abl', 'segmentation': 'jok-tɑn', 'ur': 'jok-dAn', 'predicted_sr': 'jok-dAn'}
{'sf': 'ʧɯrpɯdɑ', 'freq': '45', 'analysis': 'Stem-loc', 'segmentation': 'ʧɯrpɯ-dɑ', 'ur': 'ʧɯrpɯ-dA', 'predicted_sr': 'ʧɯrpɯ-dA'}
{'sf': 'ʧyryme', 'freq': '45', 'analysis': 'Stem-vn:inf', 'segmentation': 'ʧyry-me', 'ur': 'ʧyry-mA', 'predicted_sr': 'ʧyry-mA'}
{'sf': 'ʧɑɰɯrɑn', 'freq': '45', 'analysis': 'Stem-part:pres', 'segmentation': 'ʧɑɰɯr-ɑn', 'ur': 'ʧɑɰɯr-An', 'predicted_sr': 'ʧɑɰɯr-An'}
{'sf': 'ʧevrelerde', 'freq': '45', 'analysis': 'Stem-pl-loc', 'segmentation': 'ʧevre-ler-de', 'ur': 'ʧevre-lAr-dA', 'predicted_sr': 'ʧevre-lAr-dA'}
{'sf': 'ʧevremizde', 'freq': '45', 'analysis': 'Stem-p1p-loc', 'segmentation': 'ʧevre-miz-de', 'ur': 'ʧevre-mHz-dA', 'predicted_sr': 'ʧevre-miz-dA'}
{'sf': 'ølʧen', 'freq': '45', 'analysis': 'Stem-part:pres', 'segmentation': 'ølʧ-en', 'ur': 'ølʧ-An', 'predicted_sr': 'ølʧ-An'}
{'sf': 'ønerilere', 'freq': '45', 'analysis': 'Stem-pl-dat', 'segmentation': 'øneri-ler-e', 'ur': 'øneri-lAr-A', 'predicted_sr': 'øneri-lAr-A'}
{'sf': 'ørtyyyn', 'freq': '45', 'analysis': 'Stem-p3s-gen', 'segmentation': 'ørty-y-yn', 'ur': 'ørty-H-Hn', 'predicted_sr': 'ørty-U-Un'}
{'sf': 'ʃebekee', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'ʃebeke-e', 'ur': 'ʃebeke-A', 'predicted_sr': 'ʃebeke-A'}
{'sf': 'ʃiʃirme', 'freq': '45', 'analysis': 'Stem-vn:inf', 'segmentation': 'ʃiʃir-me', 'ur': 'ʃiʃir-mA', 'predicted_sr': 'ʃiʃir-mA'}
{'sf': 'yrynmyz', 'freq': '45', 'analysis': 'Stem-p1p', 'segmentation': 'yryn-myz', 'ur': 'yryn-mHz', 'predicted_sr': 'yryn-mUz'}
{'sf': 'ɑktiviteleriin', 'freq': '45', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'ɑktivite-ler-i-in', 'ur': 'ɑktivite-lAr-H-Hn', 'predicted_sr': 'ɑktivite-lAr-I-In'}
{'sf': 'ɑlmɑksɯzɯn', 'freq': '45', 'analysis': 'Stem-cv:meksizin', 'segmentation': 'ɑl-mɑksɯzɯn', 'ur': 'ɑl-mAksIzIn', 'predicted_sr': 'ɑl-mAksIzIn'}
{'sf': 'ɑlmɑɯɯn', 'freq': '45', 'analysis': 'Stem-vn:inf-p3s-gen', 'segmentation': 'ɑl-mɑ-ɯ-ɯn', 'ur': 'ɑl-mA-H-Hn', 'predicted_sr': 'ɑl-mA-I-In'}
{'sf': 'ɑnlɑmɑdɑn', 'freq': '45', 'analysis': 'Stem-vn:inf-abl', 'segmentation': 'ɑnlɑ-mɑ-dɑn', 'ur': 'ɑnlɑ-mA-dAn', 'predicted_sr': 'ɑnlɑ-mA-dAn'}
{'sf': 'ɑnlɑmɑɯ', 'freq': '45', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'ɑnlɑ-mɑ-ɯ', 'ur': 'ɑnlɑ-mA-H', 'predicted_sr': 'ɑnlɑ-mA-I'}
{'sf': 'bytynyn', 'freq': '45', 'analysis': 'Stem-gen', 'segmentation': 'bytyn-yn', 'ur': 'bytyn-Hn', 'predicted_sr': 'bytyn-Un'}
{'sf': 'bɑhʧelerde', 'freq': '45', 'analysis': 'Stem-pl-loc', 'segmentation': 'bɑhʧe-ler-de', 'ur': 'bɑhʧe-lAr-dA', 'predicted_sr': 'bɑhʧe-lAr-dA'}
{'sf': 'bɑskɯlɑrɯn', 'freq': '45', 'analysis': 'Stem-pl-gen', 'segmentation': 'bɑskɯ-lɑr-ɯn', 'ur': 'bɑskɯ-lAr-Hn', 'predicted_sr': 'bɑskɯ-lAr-In'}
{'sf': 'bɑjɑnlɑrɯn', 'freq': '45', 'analysis': 'Stem-pl-gen', 'segmentation': 'bɑjɑn-lɑr-ɯn', 'ur': 'bɑjɑn-lAr-Hn', 'predicted_sr': 'bɑjɑn-lAr-In'}
{'sf': 'bojuun', 'freq': '45', 'analysis': 'Stem-p3s-gen', 'segmentation': 'boj-u-un', 'ur': 'boj-H-Hn', 'predicted_sr': 'boj-U-Un'}
{'sf': 'bozukluklɑrɯn', 'freq': '45', 'analysis': 'Stem-lik-pl-gen', 'segmentation': 'bozuk-luk-lɑr-ɯn', 'ur': 'bozuk-lHk-lAr-Hn', 'predicted_sr': 'bozuk-lUk-lAr-In'}
{'sf': 'buluʃmɑɯ', 'freq': '45', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'buluʃ-mɑ-ɯ', 'ur': 'buluʃ-mA-H', 'predicted_sr': 'buluʃ-mA-I'}
{'sf': 'bulunmɑtɑn', 'freq': '45', 'analysis': 'Stem-vn:inf-abl', 'segmentation': 'bulun-mɑ-tɑn', 'ur': 'bulun-mA-dAn', 'predicted_sr': 'bulun-mA-dAn'}
{'sf': 'bulutlɑrɯ', 'freq': '45', 'analysis': 'Stem-p3p', 'segmentation': 'bulut-lɑrɯ', 'ur': 'bulut-lArH', 'predicted_sr': 'bulut-lArI'}
{'sf': 'ʤymlede', 'freq': '45', 'analysis': 'Stem-loc', 'segmentation': 'ʤymle-de', 'ur': 'ʤymle-dA', 'predicted_sr': 'ʤymle-dA'}
{'sf': 'ʤɑmɑ', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'ʤɑm-ɑ', 'ur': 'ʤɑm-A', 'predicted_sr': 'ʤɑm-A'}
{'sf': 'dyɰmeleri', 'freq': '45', 'analysis': 'Stem-pl-p3s', 'segmentation': 'dyɰme-ler-i', 'ur': 'dyɰme-lAr-H', 'predicted_sr': 'dyɰme-lAr-I'}
{'sf': 'dyʃynʤede', 'freq': '45', 'analysis': 'Stem-loc', 'segmentation': 'dyʃynʤe-de', 'ur': 'dyʃynʤe-dA', 'predicted_sr': 'dyʃynʤe-dA'}
{'sf': 'deɰerlendirmelerni', 'freq': '45', 'analysis': 'Stem-vn:inf-pl-p2s-acc', 'segmentation': 'deɰerlendir-me-ler-n-i', 'ur': 'deɰerlendir-mA-lAr-n-H', 'predicted_sr': 'deɰerlendir-mA-lAr-n-I'}
{'sf': 'demokrɑsilerde', 'freq': '45', 'analysis': 'Stem-pl-loc', 'segmentation': 'demokrɑsi-ler-de', 'ur': 'demokrɑsi-lAr-dA', 'predicted_sr': 'demokrɑsi-lAr-dA'}
{'sf': 'denetʧilerin', 'freq': '45', 'analysis': 'Stem-pl-gen', 'segmentation': 'denetʧi-ler-in', 'ur': 'denetʧi-lAr-Hn', 'predicted_sr': 'denetʧi-lAr-In'}
{'sf': 'destekleerek', 'freq': '45', 'analysis': 'Stem-la-cv:erek', 'segmentation': 'destek-le-erek', 'ur': 'destek-lA-ArAk', 'predicted_sr': 'destek-lA-ArAk'}
{'sf': 'ekleninʤe', 'freq': '45', 'analysis': 'Stem-lan-cv:ince', 'segmentation': 'ek-len-inʤe', 'ur': 'ek-lAn-HnʤA', 'predicted_sr': 'ek-lAn-InʤA'}
{'sf': 'ekteki', 'freq': '45', 'analysis': 'Stem-loc-ki', 'segmentation': 'ek-te-ki', 'ur': 'ek-dA-ki', 'predicted_sr': 'ek-dA-ki'}
{'sf': 'elementleri', 'freq': '45', 'analysis': 'Stem-pl-p3s', 'segmentation': 'element-ler-i', 'ur': 'element-lAr-H', 'predicted_sr': 'element-lAr-I'}
{'sf': 'emperjɑlizme', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'emperjɑlizm-e', 'ur': 'emperjɑlizm-A', 'predicted_sr': 'emperjɑlizm-A'}
{'sf': 'engelleerek', 'freq': '45', 'analysis': 'Stem-la-cv:erek', 'segmentation': 'engel-le-erek', 'ur': 'engel-lA-ArAk', 'predicted_sr': 'engel-lA-ArAk'}
{'sf': 'fɯkrɑlɑrɯ', 'freq': '45', 'analysis': 'Stem-pl-p3s', 'segmentation': 'fɯkrɑ-lɑr-ɯ', 'ur': 'fɯkrɑ-lAr-H', 'predicted_sr': 'fɯkrɑ-lAr-I'}
{'sf': 'gøryʃyp', 'freq': '45', 'analysis': 'Stem-cv:ip', 'segmentation': 'gøryʃ-yp', 'ur': 'gøryʃ-Hp', 'predicted_sr': 'gøryʃ-Up'}
{'sf': 'gynʤellenen', 'freq': '45', 'analysis': 'Stem-lan-part:pres', 'segmentation': 'gynʤel-len-en', 'ur': 'gynʤel-lAn-An', 'predicted_sr': 'gynʤel-lAn-An'}
{'sf': 'gelire', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'gelir-e', 'ur': 'gelir-A', 'predicted_sr': 'gelir-A'}
{'sf': 'hɑritɑlɑrɯɯn', 'freq': '45', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'hɑritɑ-lɑr-ɯ-ɯn', 'ur': 'hɑritɑ-lAr-H-Hn', 'predicted_sr': 'hɑritɑ-lAr-I-In'}
{'sf': 'hɑvuzlu', 'freq': '45', 'analysis': 'Stem-li', 'segmentation': 'hɑvuz-lu', 'ur': 'hɑvuz-lH', 'predicted_sr': 'hɑvuz-lU'}
{'sf': 'hormonlɑr', 'freq': '45', 'analysis': 'Stem-pl', 'segmentation': 'hormon-lɑr', 'ur': 'hormon-lAr', 'predicted_sr': 'hormon-lAr'}
{'sf': 'ilʧedeki', 'freq': '45', 'analysis': 'Stem-loc-ki', 'segmentation': 'ilʧe-de-ki', 'ur': 'ilʧe-dA-ki', 'predicted_sr': 'ilʧe-dA-ki'}
{'sf': 'ilɑnlɑr', 'freq': '45', 'analysis': 'Stem-pl', 'segmentation': 'ilɑn-lɑr', 'ur': 'ilɑn-lAr', 'predicted_sr': 'ilɑn-lAr'}
{'sf': 'ilgilenmee', 'freq': '45', 'analysis': 'Stem-vn:inf-dat', 'segmentation': 'ilgilen-me-e', 'ur': 'ilgilen-mA-A', 'predicted_sr': 'ilgilen-mA-A'}
{'sf': 'inɑnʧlɑrɯ', 'freq': '45', 'analysis': 'Stem-pl-p3s', 'segmentation': 'inɑnʧ-lɑr-ɯ', 'ur': 'inɑnʧ-lAr-H', 'predicted_sr': 'inɑnʧ-lAr-I'}
{'sf': 'ipe', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'ip-e', 'ur': 'ip-A', 'predicted_sr': 'ip-A'}
{'sf': 'isteklernizi', 'freq': '45', 'analysis': 'Stem-pl-p2p-acc', 'segmentation': 'istek-ler-niz-i', 'ur': 'istek-lAr-nHz-H', 'predicted_sr': 'istek-lAr-nIz-I'}
{'sf': 'istemler', 'freq': '45', 'analysis': 'Stem-pl', 'segmentation': 'istem-ler', 'ur': 'istem-lAr', 'predicted_sr': 'istem-lAr'}
{'sf': 'kɯʃɑ', 'freq': '45', 'analysis': 'Stem-dat', 'segmentation': 'kɯʃ-ɑ', 'ur': 'kɯʃ-A', 'predicted_sr': 'kɯʃ-A'}
{'sf': 'kɑlkɯnmɑɯ', 'freq': '45', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'kɑlkɯn-mɑ-ɯ', 'ur': 'kɑlkɯn-mA-H', 'predicted_sr': 'kɑlkɯn-mA-I'}
{'sf': 'kɑrʃɯlɑmɑɯ', 'freq': '45', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'kɑrʃɯlɑ-mɑ-ɯ', 'ur': 'kɑrʃɯlɑ-mA-H', 'predicted_sr': 'kɑrʃɯlɑ-mA-I'}
{'sf': 'kɑrɑjoluun', 'freq': '45', 'analysis': 'Stem-gen', 'segmentation': 'kɑrɑjolu-un', 'ur': 'kɑrɑjolu-Hn', 'predicted_sr': 'kɑrɑjolu-Un'}
{'sf': 'kesintileri', 'freq': '45', 'analysis': 'Stem-pl-p3s', 'segmentation': 'kesinti-ler-i', 'ur': 'kesinti-lAr-H', 'predicted_sr': 'kesinti-lAr-I'}
{'sf': 'kirɑlɑnɑn', 'freq': '45', 'analysis': 'Stem-lan-part:pres', 'segmentation': 'kirɑ-lɑn-ɑn', 'ur': 'kirɑ-lAn-An', 'predicted_sr': 'kirɑ-lAn-An'}
{'sf': 'komisjonlɑrɯɯn', 'freq': '45', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'komisjon-lɑr-ɯ-ɯn', 'ur': 'komisjon-lAr-H-Hn', 'predicted_sr': 'komisjon-lAr-I-In'}
{'sf': 'koordinɑtlɑr', 'freq': '45', 'analysis': 'Stem-pl', 'segmentation': 'koordinɑt-lɑr', 'ur': 'koordinɑt-lAr', 'predicted_sr': 'koordinɑt-lAr'}
{'sf': 'korkmɑ', 'freq': '45', 'analysis': 'Stem-vn:inf', 'segmentation': 'kork-mɑ', 'ur': 'kork-mA', 'predicted_sr': 'kork-mA'}
{'sf': 'kulɑktɑki', 'freq': '45', 'analysis': 'Stem-loc-ki', 'segmentation': 'kulɑk-tɑ-ki', 'ur': 'kulɑk-dA-ki', 'predicted_sr': 'kulɑk-dA-ki'}
{'sf': 'lisede', 'freq': '45', 'analysis': 'Stem-loc', 'segmentation': 'lise-de', 'ur': 'lise-dA', 'predicted_sr': 'lise-dA'}
