SF	Word	Segmentation	Analysis	Freq
gørevlii	görevlisi	gørev-li-i	Stem-li-p3s	827
sɑjɯsɑl	sayısal	sɑjɯ-sɑl	Stem-sal	1228
øɰrenmei	öğrenmesi	øɰren-me-i	Stem-vn:inf-p3s	96
ve	ve	ve	Stem	410082
deriin	derinin	deri-in	Stem-gen	89
sosjɑl	sosyal	sosjɑl	Stem	6685
evvelɑ	evvela	evvelɑ	Stem	65
ve	ve	ve	Stem	410082
ekonomik	ekonomik	ekonomik	Stem	6130
jɑklɑʃɯk	yaklaşık	jɑklɑʃɯk	Stem	3716
jɑpɯmɯ	yapımı	jɑpɯm-ɯ	Stem-p3s	654
kimjɑ	kimya	kimjɑ	Stem	1155
iji	iyi	iji	Stem	12362
hɑvɑ	hava	hɑvɑ	Stem	4203
gibi	gibi	gibi	Stem	32871
ve	ve	ve	Stem	410082
iki	iki	iki	Stem	18258
jønetim	yönetim	jønetim	Stem	9207
dɑmgɑ	damga	dɑmgɑ	Stem	200
sɑdeʤe	sadece	sɑdeʤe	Stem	10115
ikinʤi	ikinci	iki-nʤi	Stem-ord	4581
iʃlev	işlev	iʃlev	Stem	237
ʤumhurijetin	cumhuriyetin	ʤumhurijet-in	Stem-gen	345
bojlɑrɯɯn	boylarının	boj-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	29
ve	ve	ve	Stem	410082
kurullɑr	kurullar	kurul-lɑr	Stem-pl	145
kyresel	küresel	kyre-sel	Stem-sal	723
gezi	gezi	gezi	Stem	421
meslekler	meslekler	meslek-ler	Stem-pl	164
bu	bu	bu	Stem	182175
inʤi	inci	inʤi	Stem	937
endystriiin	endüstrisinin	endystri-i-in	Stem-p3s-gen	105
fɑkɑt	fakat	fɑkɑt	Stem	5371
hemen	hemen	hemen	Stem	6034
ʃiddetin	şiddetin	ʃiddet-in	Stem-gen	93
hɑvɑ	hava	hɑvɑ	Stem	4203
ortɑm	ortam	ortɑm	Stem	1086
kɯsɑʤɑsɯ	kısacası	kɯsɑʤɑsɯ	Stem	382
ilgili	ilgili	ilgi-li	Stem-li	21157
bilimsel	bilimsel	bilim-sel	Stem-sal	2689
